code,question,options
Pa_fumar," - Tu pareja, ¿fuma/fumaba habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Pa_fumar_alternativo," - Tu pareja, ¿fuma/fumaba habitualmente? Otra opción",
Pa_fumar_020," - Tu pareja, ¿fumaba habitualmente entre los 0-20 años?",Y = Sí|N = No
Pa_fumar_2140," - Tu pareja, ¿fumaba habitualmente entre los 21-40 años?",Y = Sí|N = No
Pa_fumar_4160," - Tu pareja, ¿fumaba habitualmente entre los 41-60 años?",Y = Sí|N = No
Pa_fumar_m60," - Tu pareja, ¿fumaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
Pa_fumar_otro," - Tu pareja, ¿fumaba habitualmente? Otro rango de edad",
Pa_tomar," - Tu pareja, ¿toma/tomaba habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Pa_tomar_alternativo," - Tu pareja, ¿toma/tomaba habitualmente? Otra opción",
Pa_tomar_020," - Tu pareja, ¿tomaba habitualmente entre los 0-20 años?",Y = Sí|N = No
Pa_tomar_2140," - Tu pareja, ¿tomaba habitualmente entre los 21-40 años?",Y = Sí|N = No
Pa_tomar_4160," - Tu pareja, ¿tomaba habitualmente entre los 41-60 años?",Y = Sí|N = No
Pa_tomar_m60," - Tu pareja, ¿tomaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
Pa_tomar_otro," - Tu pareja, ¿tomaba habitualmente? Otro rango de edad",
Pa_comer," - Tu pareja, ¿come saludablemente habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Pa_comer_alternativo," - Tu pareja, ¿come saludablemente habitualmente? Otra opción",
Pa_comer_020," - Tu pareja, ¿comió saludable entre los 0-20 años?",Y = Sí|N = No
Pa_comer_2140," - Tu pareja, ¿comió saludable entre los 21-40 años?",Y = Sí|N = No
Pa_comer_4160," - Tu pareja, ¿comió saludable entre los 41-60 años?",Y = Sí|N = No
Pa_comer_m60," - Tu pareja, ¿comió saludable desde sus 60 años en adelante?",Y = Sí|N = No
Pa_comer_otro," - Tu pareja, ¿comió saludable en su vida? Otro rango de edad",
Pa_estudios," - Tu pareja, ¿se realizaba estudios de salud habitualmente?",A2 = Nunca|A3 = Cada año|A4 = Cada 5 años|A5 = Cada 10 años|A6 = Únicamente cuando se siente mal|A7 = No sé
Pa_estudios_alternativo," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Otra opción",
Pa_estudio_b," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Estudios de bioquímica sanguínea",Y = Sí|N = No
Pa_estudio_h," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Biometría hemática",Y = Sí|N = No
Pa_estudio_e," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Electrocardiograma",Y = Sí|N = No
Pa_estudio_m," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Papanicolau y mastografía",Y = Sí|N = No
Pa_estudio_p," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Revisión de próstata",Y = Sí|N = No
Pa_estudio_g," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Revisiones generales",Y = Sí|N = No
Pa_estudio_n," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? No sé",Y = Sí|N = No
Pa_estudio_o," - Tu pareja, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Otra opción",
Pa_vacuna," - Tu pareja, en campaña de vacunación contra Influenza ¿se vacunaba?",A2 = Sí|A3 = No|A4 = No sé
Pa_dx_sobrepeso," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Sobrepeso u obesidad",Y = Sí|N = No
Pa_dx_sobre_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Sobrepeso u obesidad",
Pa_dx_diabetes," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Diabetes",Y = Sí|N = No
Pa_dx_diab_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Diabetes",
Pa_dx_prediabetes," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Prediabetes",Y = Sí|N = No
Pa_dx_pred_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Prediabetes",
Pa_dx_sindmetabol," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Síndrome metabólico",Y = Sí|N = No
Pa_dx_sinmet_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Síndrome metabólico",
Pa_dx_hipertension," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Hipertensión",Y = Sí|N = No
Pa_dx_hiper_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Hipertensión",
Pa_dx_colesterol," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Colesterol alto",Y = Sí|N = No
Pa_dx_col_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Colesterol alto",
Pa_dx_trigliceridos," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Triglicéridos altos",Y = Sí|N = No
Pa_dx_trig_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Triglicéridos altos",
Pa_dx_cancer," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Cáncer",Y = Sí|N = No
Pa_dx_canc_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Cáncer",
Pa_dx_cardiovascular," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Algún problema cardiovascular",Y = Sí|N = No
Pa_dx_cardio_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Algún problema cardiovascular",
Pa_dx_respiratorio," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Algún problema respiratorio",Y = Sí|N = No
Pa_dx_resp_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Algún problema respiratorio ",
Pa_dx_covid19," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? COVID19",Y = Sí|N = No
Pa_dx_covid_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? COVID19",
Pa_dx_alcoholismo," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Alcoholismo",Y = Sí|N = No
Pa_dx_alco_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Alcoholismo",
Pa_dx_tabaquismo," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Tabaquismo",Y = Sí|N = No
Pa_dx_taba_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Tabaquismo",
Pa_dx_alimentacion," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno de la alimentación (bulimia, anorexia)",Y = Sí|N = No
Pa_dx_alim_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Trastorno de la alimentación (bulimia, anorexia)",
Pa_dx_atracon," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno de atracón",Y = Sí|N = No
Pa_dx_atra_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Trastorno de atracón",
Pa_dx_ansiedad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Ansiedad",Y = Sí|N = No
Pa_dx_ansi_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Ansiedad",
Pa_dx_depresion," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Depresión",Y = Sí|N = No
Pa_dx_depre_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Depresión",
Pa_dx_toc," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno obsesivo compulsivo",Y = Sí|N = No
Pa_dx_toc_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Trastorno obsesivo compulsivo",
Pa_dx_adiccion," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Otra adicción",Y = Sí|N = No
Pa_dx_adiccion_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Otra adicción",
Pa_dx_otro," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Otro",Y = Sí|N = No
Pa_dx_otro_edad," - Tu pareja, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Otro",
Pa_escolaridad_actual," - Tu pareja, ¿estudia actualmente? ",A2 = Sí|A3 = No
Pa_escolaridad_grado," - Tu pareja, ¿estudia actualmente?, ¿en qué grado está?",A1 = No estudia actualmente|A2 = Kinder|A3 = Primaria|A4 = Secundaria|A5 = Preparatoria/Bachillerato|A6 = Licenciatura|A7 = Maestría|A8 = Doctorado|A9 = Postdoct|A10 = Carrera tecnica
Pa_escolaridad_max," - Tu pareja, ¿cuál es su escolaridad máxima?",A89 = Ninguno|A2 = Primaria|A3 = Secundaria|A4 = Prepratoria/Bachillerato|A5 = Licenciatura|A6 = Maestría|A7 = Doctorado
Pa_escolaridad_max_otro," - Tu pareja, ¿cuál es su escolaridad máxima? Otro",
Pa_trabajo," - Tu pareja, ¿a qué se dedica/dedicaba principalmente?",2 = Actividades deportivas|3 = Artista|4 = Chofer|5 = Comerciante sector formal|6 = Comerciante sector informal|7 = Empresario|8 = Comercio Virtual|9 = Atención a clientes|10 = Administrativo|11 = Gubernamental administrativo|12 = Empleado gubernamental|15 = Operador de maquinaria móvil|16 = Personal técnico|17 = Área educativa|18 = Profesionista independiente|19 = Seguridad|20 = Área de la salud|21 = Construcción|22 = Fábrica|23 = Agricultura|24 = No trabaja/trabajaba
Pa_trabajo_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Otro",
Pa_trab_deporte," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Actividades deportivas",A2 = Entrenador de gimnasio|A3 = Profesor de clases deportivas
Pa_trab_dep_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Actividades deportivas: Otra opción",
Pa_trab_artes," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Artista",A2 = Fotógrafo|A3 = Pintor|A4 = Músico|A5 = Cantante
Pa_trab_art_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Artista: Otra opción",
Pa_trab_chofer," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Chofer",A2 = Taxista|A3 = Uber|A4 = Microbus|A5 = Camiones
Pa_trab_chofer_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Chofer: Otra opción",
Pa_trab_comerciof," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Comerciante sector formal",A2 = Vendedor por cuenta propia (negocio propio)
Pa_trab_comf_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Comerciante sector formal: Otra opción",
Pa_trab_comercioi," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Comerciante sector informal","A2 = Vendedor de comida|A3 = Periódicos|A4 = Flores, productos en un puesto no establecido"
Pa_trab_comi_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Comerciante sector informal: Otra opción",
Pa_trab_empresario," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Empresario",A2 = Dueño|A3 = Director o gerente
Pa_trab_empre_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Empresario: Otra opción",
Pa_trab_ecommerce," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual","A2 = Vendedor de productos por internet (mercado pago, amazon, instagram, etc.)"
Pa_trab_eco_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual: Otra opción",
Pa_trab_clientes," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Atención a clientes",A2 = Atención a clientes|A3 = Recepcionista|A4 = Vendedor de tiendas departamentales|A5 = Promotor de seguros|A6 = Telefonía
Pa_trab_client_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Atención a clientes: Otra opción",
Pa_trab_administrativo," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Administrativo",A2 = Contador público|A3 = Administrador|A4 = Recursos humanos
Pa_trab_admin_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Administrativo: Otra opción",
Pa_trab_emple_gob," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental",A1 = ¿DE QUÉ TIPO?
Pa_trab_emple_gob_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental: Otra opción",
Pa_trab_gobierno," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo","A2 = Jefe de departamento|A3 = Jefe de área, subdirector|A4 = Subadministrador|A5 = Director|A6 = Administrador|A7 = Director general|A8 = Administrador general"
Pa_trab_gob_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo: Otra opción",
Pa_trab_maquinaria," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil",A9 = ¿DE QUÉ TIPO?
Pa_trab_tecnico," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Personal técnico",A1 = ¿DE QUÉ TIPO?
Pa_trab_tec_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Personal técnico: Otra opción",
Pa_trab_educativo," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Área educativa",A2 = Investigador-profesor en universidad/preparatoria|A3 = Educación básica|A4 = Técnico en educación (educador o guardería)
Pa_trab_educ_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Área educativa: Otra opción",
Pa_trab_independiente," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente",A2 = Abogado|A3 = Psicólogo|A4 = Contador|A5 = Dentista|A6 = Médico independiente|A7 = Terapeuta
Pa_trab_ind_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente: Otra opción",
Pa_trab_seguridad," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Seguridad",A2 = Guardaespaldas|A3 = Patrullero|A4 = Vigilante|A5 = Empleado de seguridad en bancos|A6 = Empleado de seguridad privada|A7 = Policía de tránsito
Pa_trab_seg_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Seguridad: Otra opción",
Pa_trab_salud," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Área de la salud",A2 = Médico|A3 = Enfermera|A4 = Camillero|A5 = Paramédico
Pa_trab_sal_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Área de la salud: Otra opción",
Pa_trab_construc," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Construcción",A2 = Arquitecto|A3 = Ingeniero civil/albañil o trabajador general
Pa_trab_const_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Construcción: Otra opción",
Pa_trab_fabrica," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Fábrica",A2 = Empleado
Pa_trab_fab_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Fábrica: Otra opción",
Pa_trab_agricultura," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Agricultura","A2 = Agricultor, Granjero, Siembra"
Pa_trab_agric_otro," - Tu pareja, ¿a qué se dedica/dedicaba principalmente? Agricultura: Otra opción",
Am_cuantos," - Tus amigos, ¿cuántos amigos cercanos tienes?",A7 = 0|A2 = 1|A3 = 2|A4 = 3|A5 = 4|A6 = 5
Am_cuantos_cinco," - Tus amigos, ¿tienes más de cinco amigos?¿Cuántos?",
Am1_edad," - Tu amigo 1, ¿cúal es su edad actual?",
Am1_sobrepeso," - Tu amigo 1, ¿padece sobrepeso/ obesidad",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Am1_sobrepeso_alternativo," - Tu amigo 1, ¿padece sobrepeso/ obesidad? Otra opción",
Am1_sobrepeso_020," - Tu amigo 1, ¿padecía sobrepeso/ obesidad entre los 0-20 años?",Y = Sí|N = No
Am1_sobrepeso_2140," - Tu amigo 1, ¿padecía sobrepeso/ obesidad entre los 21-40 años?",Y = Sí|N = No
Am1_sobrepeso_4160," - Tu amigo 1, ¿padecía sobrepeso/ obesidad entre los 41-60 años?",Y = Sí|N = No
Am1_sobrepeso_m60," - Tu amigo 1, ¿padecía sobrepeso/ obesidad  desde sus 60 años en adelante?",Y = Sí|N = No
Am1_sobrepeso_otro," - Tu amigo 1, ¿padecía sobrepeso/ obesidad? Otro rango de edad",
Am1_tratamiento," - Tu amigo 1, ¿consultó o recibió tratamiento de un profesional de la salud al respecto? Sobrepeso u obesidad",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Am1_tratamiento_alternativo," - Tu amigo 1, ¿consultó o recibió tratamiento de un profesional de la salud al respecto? Sobrepeso u obesidad Otra opción",
Am1_tx_020," - Tu amigo 1, ¿consultó o recibió tratamiento de un profesional de la salud al respecto? Sobrepeso u obesidad entre los 0-20 años?",Y = Sí|N = No
Am1_tx_2140," - Tu amigo 1, ¿consultó o recibió tratamiento de un profesional de la salud al respecto? Sobrepeso u obesidad entre los 21-40 años?",Y = Sí|N = No
Am1_tx_4160," - Tu amigo 1, ¿consultó o recibió tratamiento de un profesional de la salud al respecto? Sobrepeso u obesidad entre los 41-60 años?",Y = Sí|N = No
Am1_tx_m60," - Tu amigo 1, ¿consultó o recibió tratamiento de un profesional de la salud al respecto? Sobrepeso u obesidad desde sus 60 años en adelante?",Y = Sí|N = No
Am1_tx_otro," - Tu amigo 1, ¿consultó o recibió tratamiento de un profesional de la salud al respecto? Sobrepeso u obesidad Otro rango de edad",
Am1_ejercicios," - Tu amigo 1, ¿hace ejercicio habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Am1_ejercicios_alternativo," - Tu amigo 1, ¿hace ejercicio habitualmente? Otra opción",
Am1_ejercicios_020," - Tu amigo 1, ¿hacía ejercicio entre los 0-20 años?",Y = Sí|N = No
Am1_ejercicios_2140," - Tu amigo 1, ¿hacía ejercicio entre los 21-40 años?",Y = Sí|N = No
Am1_ejercicios_4160," - Tu amigo 1, ¿hacía ejercicio entre los 41-60 años?",Y = Sí|N = No
Am1_ejercicios_m60," - Tu amigo 1, ¿hacía ejercicio desde sus 60 años en adelante?",Y = Sí|N = No
Am1_ejercicios_otro," - Tu amigo 1, ¿Hacía ejercicio? Otro rango de edad",
Am1_fumar," - Tu amigo 1, ¿fuma/fumaba habitualmente? ",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Am1_fumar_alternativo," - Tu amigo 1, ¿fuma/fumaba habitualmente? Otra opción",
Am1_fumar_020," - Tu amigo 1, ¿fumaba habitualmente entre los 0-20 años?",Y = Sí|N = No
Am1_fumar_2140," - Tu amigo 1, ¿fumaba habitualmente entre los 21-40 años?",Y = Sí|N = No
Am1_fumar_4160," - Tu amigo 1, ¿fumaba habitualmente entre los 41-60 años?",Y = Sí|N = No
Am1_fumar_m60," - Tu amigo 1, ¿fumaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
Am1_fumar_otro," - Tu amigo 1, ¿fumaba habitualmente Otro rango de edad",
Am1_tomar," - Tu amigo 1, ¿toma/tomaba habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Am1_tomar_alternativo," - Tu amigo 1, ¿toma/tomaba habitualmente?Otra opción",
Am1_tomar_020," - Tu amigo 1, ¿tomaba habitualmente entre los 0-20 años?",Y = Sí|N = No
Am1_tomar_2140," - Tu amigo 1, ¿tomaba habitualmente entre los 21-40 años?",Y = Sí|N = No
Am1_tomar_4160," - Tu amigo 1, ¿tomaba habitualmente entre los 41-60 años?",Y = Sí|N = No
Am1_tomar_m60," - Tu amigo 1, ¿tomaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
Am1_tomar_otro," - Tu amigo 1, ¿tomaba habitualmente Otro rango de edad",
Am1_comer," - Tu amigo 1, ¿come saludablemente habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
Am1_comer_alternativo," - Tu amigo 1, ¿come saludablemente habitualmente? Otra opción",
Am1_comer_020," - Tu amigo 1, ¿comió saludable entre los 0-20 años?",Y = Sí|N = No
Am1_comer_2140," - Tu amigo 1, ¿comió saludable entre los 21-40 años?",Y = Sí|N = No
Am1_comer_4160," - Tu amigo 1, ¿comió saludable entre los 41-60 años?",Y = Sí|N = No
Am1_comer_m60," - Tu amigo 1, ¿comió saludable desde sus 60 años en adelante?",Y = Sí|N = No
Am1_comer_otro," - Tu amigo 1, ¿comió saludable en su vida? Otro rango de edad",
Am1_estudios," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente?",A2 = Nunca|A3 = Cada año|A4 = Cada 5 años|A5 = Cada 10 años|A6 = Únicamente cuando se siente mal|A7 = No sé
Am1_estudios_alternativo," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Otra opción",
Am1_estudio_b," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Estudios de bioquímica sanguínea",Y = Sí|N = No
Am1_estudio_h," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Biometría hemática",Y = Sí|N = No
Am1_estudio_c," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Electrolitos séricos",Y = Sí|N = No
Am1_estudio_e," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Electrocardiograma",Y = Sí|N = No
Am1_estudio_m," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Papanicolau y mastografía",Y = Sí|N = No
Am1_estudio_p," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Revisión de próstata",Y = Sí|N = No
Am1_estudio_g," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Revisiones generales",Y = Sí|N = No
Am1_estudio_o," - Tu amigo 1, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Otra opción",
Am1_vacuna," - Tu amigo 1, en campaña de vacunación contra Influenza ¿se vacunaba?",A2 = Sí|A3 = No|A4 = No sé
Am1_dx_sobrepeso," - Tu amigo 1, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Sobrepeso u obesidad",Y = Sí|N = No
Am1_dx_sobre_edad," - Tu amigo 1, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿Y a qué edad? Sobrepeso u obesidad",
Am1_dx_diabetes," - Tu amigo 1, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Diabetes",Y = Sí|N = No
