code,question,options
M_trab_empresario," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Empresario",A2 = Dueño|A3 = Director o gerente
M_trab_empre_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Empresario: Otra opción",
M_trab_ecommerce," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual","A2 = Vendedor de productos por internet (mercado pago, amazon, instagram, etc.)"
M_trab_eco_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual: Otra opción",
M_trab_clientes," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Atención a clientes",A2 = Atención a clientes|A3 = Recepcionista|A4 = Vendedor de tiendas departamentales|A5 = Promotor de seguros|A6 = Telefonía
M_trab_client_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Atención a clientes: Otra opción",
M_trab_administrativo," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Administrativo",A2 = Contador público|A3 = Administrador|A4 = Recursos humanos
M_trab_admin_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Administrativo: Otra opción",
M_trab_emple_gob," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental",A1 = ¿DE QUÉ TIPO?
M_trab_emple_gob_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental: Otra opción",
M_trab_gobierno," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo","A2 = Jefe de departamento|A3 = Jefe de área, subdirector|A4 = Subadministrador|A5 = Director|A6 = Administrador|A7 = Director general|A8 = Administrador general"
M_trab_gob_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo: Otra opción",
M_trab_maquinaria," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil",A1 = ¿DE QUÉ TIPO?
M_trab_maq_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil: Otra opción",
M_trab_tecnico," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Personal técnico",A1 = ¿DE QUÉ TIPO?
M_trab_tec_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Personal técnico: Otra opción",
M_trab_educativo," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Área educativa",A2 = Investigador-profesor en universidad/preparatoria|A3 = Educación básica|A4 = Técnico en educación (educador o guardería)
M_trab_educ_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Área educativa: Otra opción",
M_trab_independiente," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente",A2 = Abogado|A3 = Psicólogo|A4 = Contador|A5 = Dentista|A6 = Médico independiente|A7 = Terapeuta
M_trab_ind_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente: Otra opción",
M_trab_seguridad," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Seguridad",A2 = Guardaespaldas|A3 = Patrullero|A4 = Vigilante|A5 = Empleado de seguridad en bancos|A6 = Empleado de seguridad privada|A7 = Policía de tránsito
M_trab_seg_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Seguridad: Otra opción",
M_trab_salud," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Área de la salud",A2 = Médico|A3 = Enfermera|A4 = Camillero|A5 = Paramédico
M_trab_sal_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Área de la salud: Otra opción",
M_trab_construc," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Construcción",A2 = Arquitecto|A3 = Ingeniero civil/albañil o trabajador general
M_trab_const_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Construcción: Otra opción",
M_trab_fabrica," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Fabrica",A2 = Empleado
M_trab_fab_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Fabrica: Otra opción",
M_trab_agricultura," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Agricultura",A2 = Agricultor|A3 = Granjero|A4 = Siembra
M_trab_agric_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Agricultura: Otra opción",
M_trabajo_otro," Mamá  - Tu madre, ¿a qué se dedica/dedicaba principalmente? Otro",
M_Y_edad," Mamá  -  Viva/o Tu madre viva, ¿edad?",
M_Y_sobrepeso," Mamá  -  Viva/o Tu madre viva, ¿padecía sobrepeso/ obesidad?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
M_Y_sobrepeso_020," Mamá  -  Viva/o Tu madre viva, ¿padecía sobrepeso/ obesidad entre los 0-20 años?",Y = Sí|N = No
M_Y_sobrepeso_2140," Mamá  -  Viva/o Tu madre viva, ¿padecía sobrepeso/ obesidad entre los 21-40 años?",Y = Sí|N = No
M_Y_sobrepeso_4160," Mamá  -  Viva/o Tu madre viva, ¿padecía sobrepeso/ obesidad entre los 41-60 años?",Y = Sí|N = No
M_Y_sobrepeso_m60," Mamá  -  Viva/o Tu madre viva, ¿padecía sobrepeso/ obesidad desde sus 60 años en adelante?",Y = Sí|N = No
M_Y_tratamiento," Mamá  -  Viva/o Tu madre viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
M_Y_tx_020," Mamá  -  Viva/o Tu madre viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 0-20 años?",Y = Sí|N = No
M_Y_tx_2140," Mamá  -  Viva/o Tu madre viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 21-40 años?",Y = Sí|N = No
M_Y_tx_4160," Mamá  -  Viva/o Tu madre viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 41-60 años?",Y = Sí|N = No
M_Y_tx_m60," Mamá  -  Viva/o Tu madre viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad desde sus 60 años en adelante?",Y = Sí|N = No
M_Y_tx_otro," Mamá  -  Viva/o Tu madre viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad? Otro rango de edad",
M_Y_ejercicios," Mamá  -  Viva/o Tu madre viva, ¿hacía ejercicios?",A1 = SÍ|A3 = No|A4 = No sé|A5 = No aplica
M_Y_ejercicios_020," Mamá  -  Viva/o Tu madre viva, ¿hacía ejercicios entre los 0-20 años?",Y = Sí|N = No
M_Y_ejercicios_2140," Mamá  -  Viva/o Tu madre viva, ¿hacía ejercicios entre los 21-40 años?",Y = Sí|N = No
M_Y_ejercicios_4160," Mamá  -  Viva/o Tu madre viva, ¿hacía ejercicios entre los 41-60 años?",Y = Sí|N = No
M_Y_ejercicios_m60," Mamá  -  Viva/o Tu madre viva, ¿hacía ejercicios desde sus 60 años en adelante?",Y = Sí|N = No
M_Y_ejercicios_otro," Mamá  -  Viva/o Tu madre viva, ¿hacía ejercicios? Otro rango de edad",
M_Y_fumar," Mamá  -  Viva/o Tu madre viva, ¿fuma/fumaba habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
M_Y_fumar_020," Mamá  -  Viva/o Tu madre viva, ¿fumaba habitualmente entre los 0-20 años?",Y = Sí|N = No
M_Y_fumar_2140," Mamá  -  Viva/o Tu madre viva, ¿fumaba habitualmente entre los 21-40 años?",Y = Sí|N = No
M_Y_fumar_4160," Mamá  -  Viva/o Tu madre viva, ¿fumaba habitualmente entre los 41-60 años?",Y = Sí|N = No
M_Y_fumar_m60," Mamá  -  Viva/o Tu madre viva, ¿fumaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
M_Y_fumar_otro," Mamá  -  Viva/o Tu madre viva, ¿fumaba habitualmente? Otro rango de edad",
M_Y_tomar," Mamá  -  Viva/o Tu madre viva, ¿toma/tomaba habitualmente?",A01 = Sí|A02 = No|A03 = No sé|A04 = No aplica
M_Y_tomar_020," Mamá  -  Viva/o Tu madre viva, ¿tomaba habitualmente entre los 0-20 años?",Y = Sí|N = No
M_Y_tomar_2140," Mamá  -  Viva/o Tu madre viva, ¿tomaba habitualmente entre los 21-40 años?",Y = Sí|N = No
M_Y_tomar_4160," Mamá  -  Viva/o Tu madre viva, ¿tomaba habitualmente entre los 41-60 años?",Y = Sí|N = No
M_Y_tomar_m60," Mamá  -  Viva/o Tu madre viva, ¿tomaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
M_Y_tomar_otro," Mamá  -  Viva/o Tu madre viva, ¿tomaba habitualmente? Otro rango de edad",
M_Y_comer," Mamá  -  Viva/o Tu madre viva, ¿come/comía saludablemente habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
M_Y_comer_020," Mamá  -  Viva/o Tu madre viva, ¿comió saludable entre los 0-20 años?",Y = Sí|N = No
M_Y_comer_2140," Mamá  -  Viva/o Tu madre viva, ¿comió saludable entre los 21-40 años?",Y = Sí|N = No
M_Y_comer_4160," Mamá  -  Viva/o Tu madre viva, ¿comió saludable entre los 41-60 años?",Y = Sí|N = No
M_Y_comer_m60," Mamá  -  Viva/o Tu madre viva, ¿comió saludable desde sus 60 años en adelante?",Y = Sí|N = No
M_Y_comer_otro," Mamá  -  Viva/o Tu madre viva, ¿comió saludable en su vida? Otro rango de edad",
M_Y_estudios," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente?",A2 = Nunca|A3 = Cada año|A4 = Cada 5 años|A9 = Cada 10 años|A6 = Únicamente cuando se sentía mal|A7 = No sé
M_Y_estudio_b," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Estudios de bioquímica sanguínea",Y = Sí|N = No
M_Y_estudio_h," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Biometría hemática",Y = Sí|N = No
M_Y_estudio_e," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Electrocardiograma",Y = Sí|N = No
M_Y_estudio_m," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Papanicolau y mastografía",Y = Sí|N = No
M_Y_estudio_p," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Revision de prostata",Y = Sí|N = No
M_Y_estudio_g," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Revisiones generales",Y = Sí|N = No
M_Y_estudio_n," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? No sé",Y = Sí|N = No
M_Y_estudio_o," Mamá  -  Viva/o Tu madre viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Otra opción",
M_Y_vacuna," Mamá  -  Viva/o Tu madre viva, en campaña de vacunación contra Influenza ¿se vacunaba?",A2 = Sí|A3 = No|A4 = No Sé
M_Y_dx_sobrepeso," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Sobrepeso u obesidad",Y = Sí|N = No
M_Y_dx_sobre_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Sobrepeso u obesidad",
M_Y_dx_diabetes," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Diabetes",Y = Sí|N = No
M_Y_dx_diab_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Diabetes",
M_Y_dx_alcoholismo," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Alcoholismo",Y = Sí|N = No
M_Y_dx_alco_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Alcoholismo",
M_Y_dx_tabaquismo," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Tabaquismo",Y = Sí|N = No
M_Y_dx_taba_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Tabaquismo",
M_Y_dx_alimentacion," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno de la alimentación (bulimia, anorexia)",Y = Sí|N = No
M_Y_dx_alim_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Trastorno de la alimentación (bulimia, anorexia)",
M_Y_dx_atracon," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno de atracón",Y = Sí|N = No
M_Y_dx_atra_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Trastorno de atracón",
M_Y_dx_respiratorio," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Algún problema respiratorio",Y = Sí|N = No
M_Y_dx_resp_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Algún problema respiratorio ",
M_Y_dx_prediabetes," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Prediabetes",Y = Sí|N = No
M_Y_dx_pred_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Prediabetes",
M_Y_dx_ansiedad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Ansiedad",Y = Sí|N = No
M_Y_dx_ansi_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Ansiedad",
M_Y_dx_sindmetabol," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Síndrome metabólico",Y = Sí|N = No
M_Y_dx_sinmet_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Síndrome metabólico",
M_Y_dx_depresion," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Depresión",Y = Sí|N = No
M_Y_dx_depre_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Depresión",
M_Y_dx_hipertension," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Hipertensión",Y = Sí|N = No
M_Y_dx_hiper_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Hipertensión",
M_Y_dx_toc," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno obsesivo compulsivo",Y = Sí|N = No
M_Y_dx_toc_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Trastorno obsesivo compulsivo",
M_Y_dx_adiccion," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Otra adicción",Y = Sí|N = No
M_Y_dx_adiccion_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Otra adicción",
M_Y_dx_colesterol," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Colesterol alto",Y = Sí|N = No
M_Y_dx_col_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Colesterol alto",
M_Y_dx_trigliceridos," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Triglicéridos altos",Y = Sí|N = No
M_Y_dx_trig_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Triglicéridos altos",
M_Y_dx_cancer," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Cáncer",Y = Sí|N = No
M_Y_dx_canc_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Cáncer",
M_Y_dx_cardiovascular," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Algún problema cardiovascular",Y = Sí|N = No
M_Y_dx_cardio_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Algún problema cardiovascular",
M_Y_dx_covid19," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? COVID19",Y = Sí|N = No
M_Y_dx_covid_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? COVID19",
M_Y_dx_otro," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Otro",Y = Sí|N = No
M_Y_dx_otro_edad," Mamá  -  Viva/o Tu madre viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Otro",
P_vive," Papá  - Tu padre, ¿está vivo?",Y = Sí|N = No
P_escolaridad," Papá  - Tu padre, ¿cuál es/era la escolaridad máxima de tu abuela materna?",A89 = Ninguno|A2 = Primaria|A3 = Secundaria|A4 = Preparatoria|A5 = Licenciatura|A6 = Maestría|A7 = Doctorado
P_escolaridad_otra," Papá  - Tu padre, ¿cuál es/era la escolaridad máxima de tu abuela materna? Otra opción",
P_trabajo," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente?",2 = Actividades deportivas|3 = Artista|4 = Chofer|5 = Comerciante sector formal|6 = Comerciante sector informal|7 = Empresario|8 = Comercio Virtual|9 = Atención a clientes|10 = Administrativo|11 = Gubernamental administrativo|12 = Empleado gubernamental|13 = Operador de maquinaria móvil|14 = Personal técnico|15 = Área educativa|16 = Profesionista independiente|17 = Seguridad|18 = Área de la salud|19 = Construcción|20 = Fábrica|21 = Agricultura|22 = No trabaja/ trabajaba
P_trabajo_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Otro",
P_trab_deporte," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Actividades deportivas",A2 = Entrenador de gimnasio|A3 = Profesor de clases deportivas
P_trab_dep_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Actividades deportivas: Otra opción",
P_trab_artes," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Artista",A2 = Fotógrafo|A3 = Pintor|A4 = Músico|A5 = Cantante
P_trab_art_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Artista: Otra opción",
P_trab_chofer," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Chofer",A2 = Taxista|A3 = Uber|A4 = Microbús|A5 = Camiones
P_trab_chofer_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Chofer: Otra opción",
P_trab_comerciof," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Comerciante sector formal",A2 = Vendedor por cuenta propia (negocio propio)
P_trab_comercioi," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Comerciante sector informal",A2 = Vendedor de comida|A3 = Periódicos|A4 = Flores y productos en un puesto no establecido
P_trab_comi_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Comerciante sector informal: Otra opción",
P_trab_empresario," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Empresario",A2 = Dueño|A3 = Director o gerente
P_trab_empre_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Empresario: Otra opción",
P_trab_ecommerce," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual","A2 = Vendedor de productos por internet (mercado pago, amazon, instagram, etc.)"
P_trab_eco_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual: Otra opción",
P_trab_clientes," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Atención a clientes",A2 = Atención a clientes|A3 = Recepcionista|A4 = Vendedor de tiendas departamentales|A5 = Promotor de seguros|A6 = Telefonía
P_trab_client_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Atención a clientes: Otra opción",
P_trab_administrativo," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Administrativo",A2 = Contador público|A3 = Administrador|A4 = Recursos humanos
P_trab_admin_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Administrativo: Otra opción",
P_trab_gobierno," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo","A2 = Jefe de departamento|A3 = Jefe de área, subdirector|A4 = Subadministrador|A5 = Director|A6 = Administrador|A7 = Director general|A8 = Administrador general"
P_trab_gob_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo: Otra opción",
P_trab_emple_gob," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental",A1 = ¿DE QUÉ TIPO?
P_trab_emple_gob_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental: Otra opción",
P_trab_maquinaria," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil",A1 = ¿DE QUÉ TIPO?
P_trab_maq_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil: Otra opción",
P_trab_tecnico," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Personal técnico",A1 = ¿DE QUÉ TIPO?
P_trab_tec_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Personal técnico: Otra opción",
P_trab_educativo," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Área educativa",A2 = Investigador-profesor en universidad/preparatoria|A3 = Educación básica|A4 = Técnico en educación (educador o guardería)
P_trab_educ_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Área educativa: Otra opción",
P_trab_independiente," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente",A2 = Abogado|A3 = Psicólogo|A4 = Contador|A5 = Dentista|A6 = Médico independiente|A7 = Terapeuta
P_trab_ind_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente: Otra opción",
P_trab_seguridad," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Seguridad",A2 = Guardaespaldas|A3 = Patrullero|A4 = Vigilante|A5 = Empleado de seguridad en bancos|A6 = Empleado de seguridad privada|A7 = Policía de tránsito
P_trab_seg_otro," Papá  - Tu padre, ¿a qué se dedica/dedicaba principalmente? Seguridad: Otra opción",
